"","Hospital","Specialty","Rotation","Overall","R1","R2","R3","R4","Workload","Stress","Independence","Support","Daytime_workload","Call_workload","Lone_call","Post_call_half","Long_short_call","Call_room","Quarters","AL","Compensatory_leave","Interview","Leave_comments","Work_comments","Comments1","Comments2","class","Comments3","Education","ro"
"2175","NDH","MED",1,4,4,3,1,1,5,2,5,3,5,5,"Yes","Yes","No","Yes",5,"Allow arrangement among HO","Assigned by Department","Need to take official Leave",NA,"Interestingly this place does not require ANY kind of r scan - you can even get an urgent MRI without dealing with the radiologist.
Also it seems that starting in R2 this year some phlebotomists can do blood cultures during day time.
Entering blood form is a rare encounter - only when there are strange bloods (e.g. paired Ab for CSF, random rheumat blood) will the nurses ask for your help.","Not much educational value since everyone is shitting their pants. But MOs are VERY kind and are always happy to teach you something (apart from some particular ones).
A very hectic place but overall very kind (even the most malignant ward is kind in the general sense), and MOs occasionally treat dinner (but you won't have the time to eat).
Nurses are competent and can help you with many things and save your time.","Do not bother asking the COS for reference letter - she did not reply our email (not even replying a no). Ask from consultants - most of them are extremely nice and friendly and they treat you as equals. No one will treat you as a piece of rubbish here because of how tight HO manpower is in this department and how much we have to do during daytime and on call - this is both a happy and pathetic thing I would say.","M23",NA,3,"MED NDH"
"2176","NDH","MED",1,4,4,4,2,2,4,2,4,4,4,5,"Yes","Yes","Yes","Yes",4,"Assigned by Department","Allow arrangement among HO","Need to take official Leave",NA,NA,"it is busy because HO really so few, but i hv met the best and nicest nurses and seniors here. For 1st & 2nd ro it is definitely educational as MO are willing to teach and supervise for procedures and have chance (not compulsory) to admit cases","Tho it sounds scary for many 3d1c but post-call halves are guaranteed so basically you will have so many pm off. If you dont want to round cases, HW appears at 10am so you can get up later. They also use messaging instead of direct calls which makes it much more convenient and less stressed at being urged for clearing HW","M23",NA,4,"MED NDH"
"2177","NDH","MED",2,3,3,3,3,3,5,3,3,4,5,5,"Yes","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","Can take as long interview leaves as like as long as colleagues willing to cover
But cannot self fix compen","Phebo support is good during on call never took a single bean in this rot
No need r scan which is good too almost all urgent scans r done","If this is not ur first rot then no learning value at all cuz super protective no need screen lab results
But no need use brain 
Super busy becuz few no of HOs (5 HOs only; meanwhile ndh surg and ortho have more HOs…)
MOs nice geh",NA,"M23",NA,2,"MED NDH"
"2178","NDH","MED",2,1,1,1,1,1,5,5,1,4,5,5,"Yes",NA,NA,NA,NA,"Allow arrangement among HO","Assigned by Department","Need to take official Leave",NA,NA,"WORST 3 MONTHS IN MY LIFE!!! Extreme manpower shortage for HO. 5 HO per rotation, 1 HO would be on AL, 1 HO will SL, 1 HO will be post-call. Frequent calls with just 1 HO handling all 12 medical wards!!! Very crazy workload, for example, low threshold for blood culture (afebrile blood C/ST), low threshold for T&S and ABG. Many daily ABGs, T&S and blood C/ST. No blood C/ST cover during daytime and night time. Encountered multiple calls with 70 ABGs+blood/CST+T&S, 15 being daily ABGs are 0600am!!! You are just a blood taking machine+jobsheet machine+clerk. No one values you, department doesn't care if you overwork, they don't treat HO as part of their team. Nurses are competent but it is too hard to finish every ward HWs when there is such a manpower shortage!!!. NEVER PICK NDH MED as one of your rotation!!!!!!!!","Incompetent on-call MO which practice protective medicine. Can see they use template for admission. They would have you take blood C/ST + ABG for every admissions regardless of cause because they don't want to be diu by their seniors if they are omitted. They would order excessively investigations and pan-investigation as they are clueless on how to practice Internal Medicine. Frequently they would prescribe the wrong medications/wrong duration for discharge patient and you would have to clean up their mess by printing the drug sheet and d/c sum again for the wards!! (during on-call hours from 12 wards)!!!!! The design of NDH is a long corridor, for example, 3A to 3G, you would have to walk like 2 minutes!!! They are 4 floors, each floor has medical wards. You are physically and mentally exhausted. Literally have PTSD after working there. AVOID NDH MED at all cost!!!","M23",NA,1,"MED NDH"
"2179","PMH","MED",1,3,4,4,2,2,5,2,4,2,5,5,"No","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department",NA,NA,NA,NA,NA,"M23",NA,4,"MED PMH"
"2180","PMH","MED",1,4,4,4,3,3,4,2,5,5,4,4,"No","Yes","No","Yes",4,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Very high housemen independence - most ward complaints will inform HOs first and will be up to HO to inform HO/further management. That being said, MOs are generally very kind and willing to teach/advise/takeover. Hence learning yield and learning curve are both very steep but if you take ward complaints seriously, there is potential to learn lots during your rotation. 

MOs are very welcoming in allowing you to follow them round, if you are keen some of them are willing to give a few cases for you to round to look after patients from admission to discharge. Albeit PMH still requires HOs to 出job sheet (bloods, scans, XRs, etc.) - so the homework load is quite high, however if you are keen in following morning rounds/attending learnings since you're often the only HO in charge of your ward, you don't have to be afraid of being a freerider/leaving hw for colleagues/etc. 

If you are allotted dayward position, you will have many opportunities to do bone marrow, abdominal tapping, pleural tapping, skin biopsy, etc. if otherwise MOs are also keen in allowing you to follow procedures/conduct procedures on your own 

There are many grand rounds/subspecialty rounds that you are welcome to join and some MOs may give you cases to present during these rounds as well.

Overall it is quite a fruitful rotation with very kind and supportive MOs and very high potential learning yield, however it is quite 辛苦 but you will be very 打得 for future rotations.","HO quarter 姐姐 is also very kind and will help you change bedsheets/blankets/etc.etc. and very 貼心 to make sure your living area is as comfortable as possible. Intern evaluation is also relatively 鬆手 and generally very good evaluations","M23",NA,4,"MED PMH"
"2181","PMH","MED",1,4,NA,NA,NA,NA,5,3,4,5,4,5,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department",NA,NA,"Good training for blood taking / setting hep block (ie not enough phlebotomist support even during daytime)","Not as bad as the review in 2022-2023 (*The HO reviews are actually very subjective, depends on people's previous rotation with comparison / colleagues. There will definitely be bad MOs / nurses +/- colleagues  in every hospital so just take this review as a grain of salt).
Workload is actually very very heavy, being HO here is tough and will often off duty late (can up to 7pm if being responsible). Another ""bad thing"" is you have to chut job sheet. But most MOs are nice, very willing to help. Can learn many medical stuff here too + do procedures in day centre / sometimes in ward",NA,"M23",NA,4,"MED PMH"
"2182","PMH","MED",2,1,1,1,1,1,5,5,NA,1,5,5,"No","Yes","No","No",5,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,"Low education value","Well known hell for HO
Receive at least 100-120 call during the on call 30 hours. I received 180 call on the blackest day","M23",NA,2,"MED PMH"
"2183","PMH","MED",2,4,4,4,1,1,5,4,5,4,5,5,"No","Yes","No","Yes",5,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,"Only dayward ho get the chance to do a lot of procedures, while other ho in other wards almost have no chance to do any","Ok chur at daytime, but very chur during on call. MO are very nice and don't mind you calling them, may even teach you.
But you are a jobsheet machine in PMH.
Ok if you want to do MED, but definitely not rehab",NA,"M23",NA,3,"MED PMH"
"2184","PMH","MED",3,2,2,1,1,1,5,3,4,5,4,5,"No","Yes","No","Yes",NA,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO","Intern coordinator is kind to facilitate CL allocation and swapping","Phlebotomist service is often limited especially during call time. They may not show up in the entire night. You need to set up HB for those patients. Blood cultures at nights need HO to take, otherwise nurse may not give Abx (really stupid rule).","Hell for HO. Heaven for MO. Some MO asked why HO don’t help with admission when you’re apparently working hard to clear hw.","Many clerical work and phlebotomist work overwhelm you. Also many phone calls at night for trivial things and job sheet. Complete waste of Human Resources. Tutorials are useful. HO quarter / call room is really far from Wards. Stupid rule that HOs need to make 12 lead ECG for death certification wastes you a lot of efforts and time. It’s impossible to finish all hw before off. Just go home at 5. If you’re on call, don’t bother with hw.","M23",NA,4,"MED PMH"
"2185","POH","MED",3,5,5,5,4,4,3,1,3,5,2,3,"Yes","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"basically everything is optional (round, procedures, admissions), blood gu support is superb","highly depends on whether there are 4 HO or 5 HO, 4 HO is chur but 5 HO can be really chill if you are not keen and wont join anything extra (round, procedures, admissions)","MOs are super super nice never worried about having to call them, also they do almost all of their hw and admissions, nurses are competent and nice too, overall very good working environment no matter you want training or just want rehab (again, given there are 5 HO)","M23",NA,4,"MED POH"
"2186","POH","MED",4,4,4,4,4,4,3,2,3,4,3,5,"Yes","Yes","No","Yes",4,"Assigned by Department","Assigned by Department",NA,"Sec will ask for preference for AL before start of your rotation",NA,"Doctors and nurses overall quite nice, call MO threshold can be low if unsure, MO will treat dinner on call! NTWC phlebotomist service so gooood. Daytime workload pretty good, can have long lunches. But when on call it’s lone call, workload can be overwhelming with 8+ wards and can be quite lum esp on weekend/PH.",NA,"M23",NA,3,"MED POH"
"2187","PWH","MED",1,5,5,5,5,5,4,2,4,4,4,5,"No","Yes","No","Yes",5,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,"Highly recommend for first rotation. Friendly MO with many teaching opportunities. Houseman independence with great support from MO. Constructive feedback for improvement. most MO are kind and willing to teach. Training workshops are practical and very useful even in future rotations. New block ward can be chur. Old block PM workload can be chill. MO, AC, COS are very nice and will send out procedures that they are going to perform soon (LP, marrow, tapping) and invite HO for observation and can be done by houseman if you keen. On call can be chur but MO will treat you ice cream sometimes :)","Amazing place. Recommend to choose for Ro1 even if you don’t wanna do Medical. They give nice evaluation scores and can help u find job!","M23",NA,4,"MED PWH"
"2188","PWH","MED",1,3,4,1,1,1,5,4,3,3,5,5,"No","Yes","No","Yes",5,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"Lucky to have total 22 HO in 1st rotation but still quite lum already. Cannot imagine workload in case of only 18 HO... Overall acceptable for 1st rotation as ppl in first rot tends to tolerate you more; also Mx in PWH is more guideline-directed so you may develop good habit if you wanna do med in the future. If you wanna try PWH med, please only consider it as your 1st rotation :) otherwise hellish
And call back feedback is traumatizing if you are unlucky to be caught by some malignant MOs","Whole rotation under stress and you always fear do sth wrong and being caught. A rotation requires colleague support to survive","Lucky to have total 22 HO in 1st rotation but still quite lum already. Cannot imagine workload in case of only 18 HO... Overall acceptable for 1st rotation as ppl in first rot tends to tolerate you more; also Mx in PWH is more guideline-directed so you may develop good habit if you wanna do med in the future. If you wanna try PWH med, please only consider it as your 1st rotation :) otherwise hellish
And call back feedback is traumatizing if you are unlucky to be caught by some malignant MOs........","M23",NA,3,"MED PWH"
"2189","PWH","MED",1,3,3,2,2,2,5,4,4,2,4,4,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Need to take official Leave",NA,"On call time no blood cul gu support","You will be an excellent houseman after PWH MED, but learn nothing as a MO.
Everyday afraid being called back by MO",NA,"M23",NA,3,"MED PWH"
"2190","PWH","MED",1,5,5,3,3,3,4,3,3,4,4,4,"No","Yes","No","Yes",5,"Assigned by Department","Assigned by Department","Allow arrangement among HO","You can request AL dates before the sec sends out the schedule, and you can also swap your compen dates to other available dates by calling the sec.","Esp in ro1, 周老師 is very enthusiastic in teaching about all kinds of bedside procedures (eg bme, LP, pleural pigtail insertion) so there will be lots of learning opportunities if you are eager. If you want to be more chill, none of these are compulsory, so again you have a lot of freedom to decide how you want your rotation to be like. 
Limited blood gu support for blood culture esp during on call, but a lot better than last yr ro1 already.
MACC (day ward) is basically infinite type and screen with occasional optional procedures, so  it is a good chance to brush up your blood taking skills.","Great educational value which favors hard working and proactive HOs, but understandably busier than many other rotations with higher standards and expectations. As long as you are able to balance your priorities and familiarise yourself with your work, it becomes more than manageable.","If you survived pwh med, you will survive any other rotations. After these 3 months you will have become extremely 打得","M23",NA,5,"MED PWH"
"2191","PWH","MED",2,4,5,5,3,3,4,3,5,5,4,4,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Allow arrangement among HO","AL officially arranged by dept, but I guess you can unofficially email katherine (sec)","Essentially no procedures here unless you actively seek them out. You can do 0 procedures the entire rotation if you want. A lot of tapping done by IR. The intern coordinators have a group where they will post location of procedures that are about to happen, but usually observe/assist. If you want to do loads of LP/BM/tapping then maybe choose peripherals.","Love/hate relationship with this rotation. It was quite hellish in the beginning. My friends and I left work around 9pm daily for the first 2 weeks. It was also very lonely as there are 17-20+ houseman, but most people are strangers. After about a month, we got to know each other a bit better, and it became a lot more bearable. New block is somewhat more solo working style as you each have your own wards (or two). Old block can have multiple people clearing simultaneously which ends up being more fun. Daytime decent educational value if you follow rounds and read paiban, but still 70% clerical work common to all medical rotations. Some wards like 10BC, 12AC higher educational value during daytime as more unstable patients. Call period very high educational value due to the quantity of ward complaints along with great senior support if you request it. You can do some ABCD, start BiPAP/inopressors, cardiovert someone unstable, give sedation, start fentanyl for end-of-life patients in pain, give comfort antipsychotics to restrained dementia patients etc. Overall it was a painful rotation, and we started counting down from day 76, but looking back I had a good time, great education, and it made me a better doctor. I ranked this as my last choice when applying and was sent here anyway, but in the end, if given the chance to go back in time, I would still choose to spend my Ro2 in PWH MED again.","Lack of ventilators in med is a drawback. There also seemed to be a lot of worry about getting scolded/callback by MO. I think that was quite rare. I was told off ~2-3 times in the entire rotation, twice for bullshit reasons. Overall it is not as toxic as its reputation. It is just the same as any other place. The intern coordinator(s)/KM Chow have also tried to make your life better by optimizing the duty roster, creating post call half, and increasing cul gu quota. The nurses here are probably average. Some are mostly concerned with avoiding responsibility/blame and playing the medicolegal game, but that's how it is. At least in medical the nurses can somewhat differentiate between what is urgent and what is not, unlike O&G nurses. Some nurses like to make you call MO for the much more unstable patients, but that's up to you. If you want to let your MO sleep, then by all means do so. Just don't kill anyone. 
","M23",NA,5,"MED PWH"
"2192","PWH","MED",2,2,3,3,2,2,4,5,5,1,5,4,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,NA,"Stressful working environment with little senior support. Hostile nurses from a few wards. A lot of clerical work. Decent houseman independence in managing ward complaints but little to no procedures allowed for HO to do. Will learn how to manage acute deterioration/ present case to MO to avoid getting scold, but will not have time to learn admission/ procedures/ academics.
MACC and new block acute wards have the heaviest workload.",NA,"M23",NA,4,"MED PWH"
"2193","PWH","MED",2,3,NA,3,NA,NA,4,4,4,3,4,4,"No","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Need to take official Leave",NA,NA,"Good training despite high stress
On call expect HO to have management plan before calling MO (e.g. BiPap setting, Pantoloc infusion)
",NA,"M23",NA,4,"MED PWH"
"2194","PWH","MED",2,1,2,1,1,1,5,5,4,3,5,5,"No","Yes","No","Yes",2,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,"Need to write discharge sum which is awful
Also need to call radiologist to book scans outside of office hour which is a massive waste of time waiting for them to call you back 
Customary for MOs to book (to have you book really) scans at weekends that 100% will get rejected 

Limited quota of blood cultures taking by phlebotomists every day 
Quotas often filled by 11am 
Otherwise impeccable phlebotomist service 
Very rarely need to hit bean/ take regular bloods 
Even urgent beans/ bloods will find often find phlebotomists","Low educational value 
Some MOs call you back in the morning for mistakes you made the day before/ during call
Much of the stress comes from not knowing what the expectation from MOs are 

Granted there are very competent & knowledgeable nurses
But most of them just shirk their responsibilities whenever they can 
Informs you of every single ward complaints without screening/ assessing at all 
And they think this is proper","Don't come","M23",NA,2,"MED PWH"
"2195","PWH","MED",2,2,4,2,2,2,5,5,4,2,5,4,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,NA,"hostile",NA,"M23",NA,2,"MED PWH"
"2196","PWH","MED",2,3,4,3,2,2,5,4,3,3,4,5,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,"Bld c/st are officially by HO; but every day there are bld c/st quotas and phlebotomist can help take bld c/st, but once the quota is full you hv to take bld c/st yourselves","Management are tend to be standard and align with protocol, so educational value is high
Quite a lot of tutorials for intern, and they are useful

Previous reviews said ppl in pwh med are malignant; but this year they are making effort to correct it; so in general the MO i met are nice (but still there are doctors who are harsh and good luck if you meet them during on call)
Call back is still common in pwh med; just treat it as a reminder/learning opportunity and DONT take it personal
Apart from drs, nurses also contribute a part in your assessment report

Daytime workload is huge, the main part of your workload are from typing dc sum and consults & letters
If you work in some of the busiest wards in main block, often you need to have lunch late (and often after you finish lunch it’s time to finish pm round hw..)
Need contact gist to r scan in non office hrs / weekends

4 on call HO (and starting from R3 there is a  HO5 in weekends as short call to help with old block duty)
High threshold to call MO during on call (esp when you know the ones that you need to call are harsh; they may be annoyed by what they think is moliu stuff) - but remember better be safe than sorry, if you are really not confident then dont hesitate to call MO
 
",NA,"M23",NA,4,"MED PWH"
"2197","PWH","MED",3,2,4,1,1,1,2,5,1,1,2,4,"No","Yes","No","Yes",3,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,"All dc sum done by you (except very few generous MO type themselves), so this is basically your biggest workload in whole morning","Notorious for malignant & toxic culture (MO love to call back to scold your ""suboptimal management"" in yesterday's call or daytime work without really teaching you how to improve, most of the time it is unreasonable), even though they claim that they are improving on it but the toxicity stays true.
No need chut jobsheet except CT MRI so no need waste time on it.","Never come here because basically you are getting paid to get scolded by malignant MO (despite there are very few kindly ones), and not to expect them to teach you. Also almost no chance to learn or see procedures because MO do it secretly, you won't know until it's done.
Might be ok for Ro1 because they treat Ro1 ho well as their potential future colleagues, but not for ro2-4","M23",NA,1,"MED PWH"
"2198","PWH","MED",3,2,1,1,1,1,5,4,4,4,4,4,"No","Yes","Yes","Yes",5,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,NA,"Workload hell , macc especially hell , can have up to 40 t&s per day , mo are nice though",NA,"M23",NA,1,"MED PWH"
"2199","PWH","MED",4,2,2,2,2,2,5,5,3,3,4,4,"No","Yes","No","Yes",NA,"Assigned by Department","Assigned by Department",NA,NA,NA,"People here generally not that nice, might pro ho, people not very approachable. Need to write on kardex for all meds including syrup k",NA,"M23",NA,3,"MED PWH"
"2200","PWH","MED",4,2,3,2,2,2,4,5,4,3,4,5,"No","Yes","Yes","Yes",3,"Assigned by Department","Assigned by Department","Allow arrangement among HO","sec arranges for you","some old block wards need to enter blood form. but overall very good blood gu support, no need take blood cultures until ~7 pm and after. day centre very chaotic and annoying.","pro: can have educational value if u try and find. quite a lot of acute stuff when ur on call so good training. can be ok if u want to do med / acute stuff and in ro1/2.
con: personally think there is pressure when u call senior for help (some are known to not be as helpful). also don't think the culture can tolerate mistakes so there is high pressure to do well. many pts have a very complicated medical history so can be complex to manage esp when you're on call. very long working hours and post call only after 2 pm. must 6 day working week.","expect you to be quite independent but actually its also protected. need to know when to ask for help. also call back culture
but if u wanna do med can try","M23",NA,3,"MED PWH"
"2201","PYNEH","MED",1,4,5,4,4,4,3,1,1,4,2,4,"No","Yes","No","Yes",5,"Assigned by Department","Assigned by Department","Need to take official Leave","AL assigned by department: 6 days + 2 days weekend, 8 days all-in-one-go. Usually no need to use AL for interviews. Be polite when asking for help for interview leaves and stuff from the secretary. She may scold you anyway but usually would get things done for you.","Your works mainly are: take ABG, T&S, line cultures, set difficult drips, enter job sheets, r scans, screen lab results and basic ward complaints. Anything slightly more serious (even critical alert lab result) will alert MO directly. Overall not much brain use and not much to learn in daily routine duties but at the same time makes daytime duties quite managable. You could join ward rounds grand rounds and ask for procedures if you wanna learn. Seniors are keen to teach.","A good place to start with as you learn almost all essential skills to be a houseman (not a MO though). Seniors and most nurses are nice here and would sometimes treat dinner/ night food during calls (A4 B4 the best!!). Overall a friendly environment to work in.",NA,"M23",NA,2,"MED PYNEH"
"2202","PYNEH","MED",1,4,3,4,4,4,3,2,2,4,3,4,"No","Yes","No","Yes",NA,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,NA,NA,NA,"M23",NA,3,"MED PYNEH"
"2203","PYNEH","MED",1,5,5,4,4,4,4,3,3,5,4,4,"No","Yes","No","Yes",3,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,"Expect some difficult beans + blood (relatively lower threshold for difficult beans/blood by phlebotomist)","Very enjoyable and valuable learning experience overall. MOs are willing to teach and you will have time to follow grand rounds. Case admissions are optional but you will get the opportunity to admit cases as on-cal intern C (long call wards) or during day time. However working culture is protective and nurses will call MO for all the critics results.","The overall workload and hence the experience depends on the number of interns in your rotation (frequency of calls and cover duties)","M23",NA,5,"MED PYNEH"
"2204","PYNEH","MED",1,5,5,5,4,4,3,2,3,4,3,3,"No","Yes","No","Yes",3,"Allow arrangement among HO","Allow arrangement among HO","Allow arrangement among HO",NA,NA,"Can learn, MO Chill, On call MOs dinner with you :0)",NA,"M23",NA,4,"MED PYNEH"
"2205","PYNEH","MED",1,5,5,4,3,3,3,3,2,5,3,4,"No","Yes","No","No",4,"Assigned by Department","Assigned by Department","Need to take official Leave","AL and CL all arranged by sec who is often a bit grumpy
Cannot request AL, but is allowed to have all AL at once","if interested can ask MOs to teach procedures, most are welcome and keen to teach 
blood gu are well known for being LAZY and VERY RUBBISH 
since blood gu are not allowed to hit leg/ foot beans so they have a tendency to claim difficult beans/ bloods and ask houseman to draw or set block instead 
fun thing is they would even tell other blood gu that xxx bed is a diff blood so ALL would avoid even trying thereafter
nurses would then kind of force you to hit some crazy beans and draw a blood for some non-impmortant bloods which are rather fking annoying","a rather chill and good-to-start-with place for houseman year. MED rotation is basically where you can best pick up most basic skills and clinical sense as a houseman, and ro 1 PY med is probably the place to go if you are interested in medical and would like to have a work-life balance. Daytime workload is not that heavy after u have started to pick up, call is not often lum since most ward complaints would be directed to MO, and MOs are mostly friendly. Nurses really depend, some are quite west but most are being reasonable (ofc would call u for K 3.3 bullshit at 5am but anyway).
Since daily work starts at ~10, if you are keen you follow MO round and senior rounds which are mostly education and friendly. Workload is affordable for you to attend grand rounds +/- OPD if interested. Learning is encouraged and you are actually have plenty of time to learn as long as you finish your work fast
One bad thing is most ward complaints and lum yeh would directly inform MO instead of you, so housemen actually have limited independence. MO would even get informed of Trop I 100 lol wtf","Better than expected since PY med actually has a rather poor reputation from previous years . Good work life balance with good educational value.","M23",NA,4,"MED PYNEH"
"2206","PYNEH","MED",2,2,2,2,2,2,4,2,1,4,4,4,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,NA,NA,NA,"M23",NA,2,"MED PYNEH"
"2207","PYNEH","MED",2,1,1,1,2,2,4,4,2,4,4,4,"No","Yes","No","Yes",4,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"1 ward does not have ecg support at night i have no idea why","The best thing here is it has starbucks:))
nurses reli suck here, not competent, will call u dub labs and mo liu stuff on call, and even will poke your backs if u do wrong stuff
ppl say seniors are nice here, tho i think some are nice while some arent
due to the socioeconomic background, PYH tends to have very defensive practices BOTH medical wise and procedural wise, and is notoriously for little HO independence among Med rots
if u wish to be in Med, may be less learning opportunities here compared to other places","East block is so far away :(( but at least in exchange hospital wards isnt so packed that u cant walk like some hospitals","M23",NA,2,"MED PYNEH"
"2208","PYNEH","MED",3,1,1,1,1,1,3,5,1,3,2,5,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department","Need to take official Leave",NA,NA,"Very shitty place. Never choose py med higher than last choice. Only gd thing is MOs are generally nice, except a few very bad-tempered MOs
1. heavy on call workload requiring you to do 10 wards, and if you are intern A, 4 of them are located in another block very far away, so you will be walking back and forth continuously and no way you can handle urgent stuff from the 2 blocks simultaneously. With such heavy call workload, still 6-8 call per month.
2. Some of the nurses are very incompetent, calling you for very miscellaneous stuff. And if they are not happy, they will complain about you and make your evaluation poor
3. World class sec who yells at you when you find her and ask anything, no matter how polite you are; or direct call your dect phone to scold you
4. Look out for malignant MOs, who can scold you in a volume that the whole ward can hear if you have done an order wrong (and I still find the reason unreasonable, coz I have asked medical MOs from other places, they don’t actually manage patients like that, so would never have errors like this, and clearly this management is not evidence based) (but a large proportion of MOs are still nice)
5. Annoying hardcopy logbook that I still cannot find its reason for existence and feels like treated as a primary school children
6. Some management are just very strange and unreasonable so don’t expect too much educational value.",NA,"M23",NA,1,"MED PYNEH"
"2209","PYNEH","MED",3,1,2,2,1,1,4,3,2,2,2,4,"No","Yes","No","Yes",4,"Assigned by Department","Assigned by Department",NA,NA,NA,"Worst rotation! Incompetent & demanding nurses, some rude senior MOs, toxic work environment. Only good things here are the intern quarter & a few junior MOs. No wonder why so many trainees leave this place.",NA,"M23",NA,1,"MED PYNEH"
"2210","QEH","MED",1,4,4,4,2,2,4,2,5,4,4,5,"No","Yes","No","Yes",3,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,"In QEH MED u will learn a lot of bedside procedures, ideal for people interested in MED, HO can independently perform BMA, but for people not interested in med like me, it’s not compulsory, so no worries","Overall, great educational value (ideal for people interested in MED), no lifestyle (u will be so tired after work basically time off work u will be sleeping), 6 working days so need to go to work on sat/ sun too, only ~2 full weekend off throughout rotation; MO and seniors are also very nice in general; so overall recommend for people want to do med in rot 1-2, absolutely not recommend for rot 3-4 rehab","My rot 1 colleagues are all super competent  and passionate about MED (plus eventually  those who successfully pick QEH MED in rot 1 are actually dingyau/ Q4 ppl) we were able to cover and help one another out, 15 ppl lunch together almost every day, so overall very happy rotation despite the heavy workload, and made great friends, but ur experience will depend highly on your colleague (ie if u be there in rot 3-4, where everyone just wanna hea & rehab, or if u are unlucky ur colleague is dumb/ freeride it gonna be a very bad experience cause the workload gonna be huge) QE MED call are super sunfoo, si gwo no sleep still jo m sai d yeh, lots of blood to take, 1 person do 8-10 ward, so overall recommend for ppl applying to MED to go in rot 1-2, do not recommend for 3-4 rehab","M23",NA,5,"MED QEH"
"2211","QEH","MED",1,4,4,4,4,2,3,2,5,2,3,4,"No","Yes","No","Yes",5,"Allow arrangement among HO","Assigned by Department","Allow arrangement among HO",NA,NA,"Minimal interaction with seniors, good place to be introvert, can sleep until 11am at HO quarter if no urgent hw in the morning. Good learning experiences",NA,"M23",NA,5,"MED QEH"
"2212","QEH","MED",1,5,5,5,3,4,4,2,5,5,3,5,"No","Yes","No","No",3,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,NA,"Pros
1.     Note that your experience highly depends on your colleagues, first rotation usually more HO and hence workload is easier
2.     Case load ++, most acute ward complaint handled by HO, good place to learn all acute management and train your mentality
3.     MO, nurses, supervisors are very nice, everyone trying to get things done and in a smoother way instead of blaming/ escaping from responsibility →  happy working envt 有人情味
4.     Very competent nurses and ah sirs, most only call for urgent stuff, non urgent homework you can do at your own pace 
5.     Weekly lectures on common medical topics, an assigned tutor each month for you to follow, post call OPD, many learning opportunities to learn from great doctors
6.     No need hit bean! (very good phlebotomist support)
7.     Usually starts work at 11am (ward occupied by MO rounding case), just stand by at 9am in case need CPR, hence can enjoy breakfast with other HO and discuss what happened the night prior
8.     No need type discharge summary/ jobsheet, less clerical work
9.     No compulsory admission, but if you admit cases MO will thank you 
10.  On call can sleep in day ward, right next to wards
 
Cons 
1.     6 working days (very tiring)
2.     On call deal with 10 wards, ~200 patients
3.     ECG during on call, some MO will order baseline ECG for unrelated chief complaint
4.     Procedure wise, mostly done by day ward HO, may not have a lot of chances to do chest tap/ BME/ LP
5.     Countless blood culture, ABG, T/S
6.     Very mafaan to go down to r scan with mean radiologist 
7.     Cases can be v lum and scary; intubated case everywhere, please be prepared to interpret ABG and adjust ventilator setting accordingly; 一個intubated case 玩全晚; ICU often bed tight 
8.     Great freedom, you can initiate inotropes/ start triple therapy for MI/ handle ventilators, hence could be dangerous too, but you always have your MO to back you up
9.     Urgent consult other specialties done by HO",NA,"M23",NA,5,"MED QEH"
"2213","QEH","MED",1,5,5,5,1,1,4,2,5,2,4,5,"No","Yes","No","Yes",2,"Assigned by Department","Assigned by Department","Allow arrangement among HO",NA,NA,NA,NA,"M23",NA,5,"MED QEH"
